distance_km,hour_of_day,is_peak_hour,organ_priority_weight,eta_minutes
1511.997,14,0,0.7,251.69
19.137,3,0,1.0,51.14
8.133,7,0,1.0,26.36
966.428,16,0,0.7,212.08
18.807,3,0,0.9,42.07
1462.394,17,1,0.7,245.8
30.841,2,0,1.0,67.53
28.812,9,1,0.9,90.1
12.846,8,1,1.0,52.13
15.692,18,1,1.0,58.46
29.428,4,0,0.7,71.7
27.906,20,1,0.9,100.35
15.544,17,1,0.7,58.17
1559.801,19,1,0.7,263.38
12.283,19,1,1.0,41.66
865.681,11,1,0.7,203.43
26.224,15,0,0.9,67.59
28.251,20,1,0.7,113.09
4.633,19,1,1.0,27.73
24.431,3,0,0.9,48.47
3.652,17,1,0.7,29.37
3.925,13,0,0.9,19.95
18.572,16,0,0.3,49.62
20.586,18,1,0.9,66.37
14.125,8,1,1.0,57.04
5.127,15,0,0.7,19.49
14.34,0,0,0.7,43.33
985.174,23,0,1.0,161.72
24.365,14,0,0.7,62.75
19.749,7,0,0.7,58.2
19.936,13,0,0.7,45.66
24.946,10,1,0.7,91.0
23.65,2,0,1.0,55.59
19.254,13,0,0.7,59.63
515.43,1,0,0.9,135.67
14.018,23,0,0.3,44.47
1368.388,11,1,1.0,212.35
24.48,18,1,0.7,91.63
13.205,11,1,0.7,51.94
10.09,11,1,0.9,35.45
9.906,9,1,1.0,37.04
16.696,15,0,0.9,43.92
1597.719,9,1,0.7,241.78
1095.575,13,0,0.7,186.76
880.988,16,0,0.9,166.18
25.981,8,1,1.0,81.78
10.358,15,0,0.9,36.08
1466.099,4,0,0.3,275.95
12.812,17,1,0.9,51.85
991.975,15,0,0.9,183.82
8.539,8,1,1.0,36.42
31.8,17,1,1.0,103.77
13.649,22,0,0.3,37.76
27.968,19,1,1.0,104.01
627.863,14,0,1.0,166.99
25.281,22,0,1.0,49.08
16.023,11,1,0.3,75.41
769.614,18,1,1.0,170.13
1456.82,7,0,0.7,269.92
1173.864,4,0,1.0,199.51
7.716,12,0,0.7,30.84
956.858,1,0,1.0,183.47
771.253,15,0,0.3,171.92
1244.768,0,0,1.0,209.14
19.947,15,0,0.7,54.39
31.887,22,0,0.7,73.16
2.971,15,0,0.3,15.86
4.881,3,0,1.0,25.65
23.22,13,0,1.0,48.81
5.404,5,0,0.7,26.11
524.945,19,1,1.0,139.3
15.354,19,1,0.7,58.45
511.256,0,0,0.9,151.93
4.488,17,1,0.7,24.4
18.925,2,0,1.0,45.99
26.129,17,1,0.9,96.06
1.633,21,1,0.3,17.92
38.38,8,1,0.9,124.71
5.149,18,1,1.0,28.33
7.342,21,1,1.0,33.55
24.443,4,0,0.7,64.47
930.899,13,0,1.0,166.48
10.937,19,1,0.7,43.08
13.528,23,0,0.3,43.99
125.433,21,1,1.0,91.72
1743.891,13,0,1.0,288.58
11.194,11,1,1.0,48.25
520.496,20,1,0.9,162.99
11.945,23,0,0.7,34.59
17.785,13,0,0.7,48.36
1443.236,12,0,1.0,253.14
14.337,22,0,1.0,41.33
20.362,16,0,1.0,45.75
519.693,17,1,0.9,137.13
864.622,20,1,0.7,207.3
39.358,5,0,0.9,85.56
28.287,9,1,0.7,100.48
19.235,22,0,1.0,48.69
10.264,4,0,1.0,26.86
1903.082,13,0,0.9,261.18
14.881,3,0,1.0,39.68
30.348,14,0,1.0,61.23
2007.701,7,0,1.0,273.82
22.348,13,0,0.7,54.02
25.939,17,1,1.0,87.13
17.605,16,0,0.7,42.7
1668.103,12,0,1.0,238.98
30.678,12,0,0.7,66.41
5.244,15,0,0.7,18.42
117.455,5,0,0.3,91.47
1312.49,22,0,1.0,206.08
738.972,21,1,0.3,206.16
27.12,0,0,1.0,54.58
2.15,14,0,1.0,15.23
15.023,10,1,0.9,52.72
22.953,0,0,0.7,53.06
2323.63,16,0,1.0,349.01
14.369,14,0,0.7,40.23
31.601,4,0,0.7,66.18
21.522,15,0,0.7,46.79
11.553,8,1,0.3,47.24
9.524,14,0,0.7,31.57
16.78,0,0,0.3,49.9
891.285,10,1,1.0,158.21
2061.894,14,0,0.7,313.74
1312.424,7,0,0.7,241.74
1464.736,6,0,0.7,253.1
2312.054,12,0,1.0,340.5
12.557,21,1,0.7,48.03
20.149,19,1,0.3,72.24
28.368,20,1,0.9,94.19
9.876,23,0,0.3,37.06
22.34,15,0,0.9,62.4
1475.054,20,1,1.0,234.78
11.774,6,0,0.9,39.2
17.148,6,0,1.0,48.96
4.754,7,0,1.0,22.66
506.568,20,1,1.0,168.43
138.446,4,0,0.7,94.27
18.055,12,0,0.7,47.3
22.275,21,1,1.0,77.73
136.8,17,1,0.3,90.65
966.551,7,0,0.3,216.41
7.677,10,1,0.9,35.1
8.345,13,0,0.7,27.68
28.59,2,0,1.0,70.67
29.157,23,0,1.0,59.94
30.882,23,0,1.0,63.8
17.598,0,0,1.0,46.16
501.448,23,0,0.7,139.47
412.439,7,0,1.0,113.98
29.371,10,1,0.3,112.94
11.509,2,0,1.0,32.79
16.759,1,0,0.3,53.89
1588.185,21,1,1.0,253.3
32.79,0,0,1.0,68.98
2068.799,11,1,1.0,332.04
16.097,14,0,1.0,39.1
22.314,18,1,0.7,68.55
8.385,2,0,0.9,25.34
13.134,3,0,1.0,36.4
10.506,0,0,0.3,28.66
11.184,21,1,0.7,44.75
9.011,7,0,1.0,30.26
16.021,8,1,1.0,58.95
26.123,6,0,0.3,66.92
112.177,10,1,0.3,92.6
5.865,2,0,0.3,25.75
502.058,11,1,1.0,120.05
14.404,21,1,1.0,47.84
2004.935,10,1,0.3,344.56
1.569,19,1,1.0,13.95
11.941,14,0,0.7,36.11
1200.52,15,0,0.3,246.65
11.263,16,0,0.3,31.71
3.758,18,1,0.7,19.78
1489.168,4,0,0.7,239.66
526.739,7,0,0.7,160.66
5.959,17,1,0.3,31.65
873.053,8,1,0.7,204.91
8.179,13,0,1.0,23.21
27.345,15,0,0.7,71.29
133.215,8,1,1.0,103.57
1175.797,20,1,0.7,191.7
18.516,10,1,0.3,70.69
848.323,11,1,0.9,194.33
1027.195,13,0,0.3,195.85
1907.431,0,0,1.0,280.79
1176.575,4,0,0.3,237.27
15.811,20,1,0.7,61.61
1248.81,23,0,0.7,247.42
1607.686,19,1,0.7,230.97
154.087,13,0,0.7,121.43
853.035,1,0,0.9,173.7
21.578,3,0,1.0,50.69
20.785,14,0,0.7,57.9
281.035,23,0,0.3,104.13
5.736,8,1,0.7,27.33
508.362,21,1,0.9,165.21
19.243,13,0,0.7,44.05
442.575,17,1,0.7,138.62
9.024,1,0,0.3,28.21
10.937,6,0,0.3,34.89
19.905,3,0,0.9,49.48
6.535,13,0,1.0,20.79
11.252,19,1,0.7,47.59
19.959,13,0,0.7,47.88
15.721,7,0,0.7,41.14
2.765,8,1,1.0,18.97
25.531,14,0,0.3,76.47
8.389,23,0,0.7,27.9
1081.006,12,0,0.7,164.15
1885.262,6,0,0.3,312.43
1535.537,17,1,0.9,237.98
33.491,17,1,1.0,109.28
22.239,3,0,0.7,53.61
1063.19,14,0,1.0,183.15
15.66,8,1,0.7,62.87
769.195,10,1,0.9,157.31
1380.077,9,1,1.0,213.91
26.368,4,0,1.0,70.81
1319.235,15,0,0.9,227.65
16.269,7,0,0.3,39.81
12.499,11,1,1.0,45.91
13.048,19,1,0.7,51.36
14.015,21,1,0.9,56.27
0.724,7,0,0.3,12.28
15.246,7,0,0.7,42.52
1080.256,1,0,0.7,196.58
16.24,2,0,0.7,41.8
17.023,2,0,0.7,43.97
30.092,3,0,1.0,66.87
12.1,14,0,1.0,35.85
12.991,1,0,1.0,42.4
892.247,0,0,1.0,186.85
13.194,10,1,0.7,57.51
26.033,22,0,0.3,64.68
29.693,13,0,0.9,68.08
17.061,8,1,1.0,70.07
23.979,5,0,0.7,67.76
14.24,9,1,0.7,60.9
1.5,1,0,1.0,12.87
1557.725,15,0,1.0,274.02
7.504,16,0,0.7,22.26
4.072,6,0,1.0,20.34
4.551,16,0,1.0,19.21
9.664,9,1,1.0,42.48
1558.381,14,0,0.9,234.06
993.394,16,0,0.7,200.72
24.477,0,0,1.0,51.13
19.891,3,0,0.7,50.16
1480.315,18,1,0.9,268.78
353.609,6,0,1.0,141.05
3.968,10,1,0.9,21.52
15.609,9,1,0.7,55.05
12.571,21,1,0.7,50.45
2.252,3,0,0.9,19.68
26.617,18,1,0.3,114.31
10.958,3,0,1.0,29.15
20.443,8,1,0.7,79.37
1916.803,1,0,0.7,281.65
22.696,2,0,1.0,44.04
17.753,1,0,0.9,44.72
1729.222,3,0,0.7,269.01
878.689,21,1,1.0,172.59
14.696,21,1,0.7,58.47
14.118,21,1,0.9,58.55
1157.676,11,1,0.7,224.01
27.526,21,1,1.0,92.3
18.6,20,1,0.9,61.73
412.159,6,0,1.0,115.1
1384.086,22,0,1.0,196.29
30.651,18,1,0.9,92.42
10.178,6,0,1.0,28.03
7.903,21,1,0.9,30.88
16.134,14,0,0.3,51.73
10.119,6,0,0.9,30.46
1504.192,2,0,0.3,253.94
17.599,15,0,0.9,49.87
25.721,5,0,1.0,63.02
1167.615,4,0,0.7,227.55
21.712,16,0,0.3,61.89
13.041,11,1,0.7,52.93
10.275,0,0,0.7,39.03
21.488,13,0,0.9,62.34
776.13,8,1,0.7,185.79
10.074,2,0,0.9,36.33
1380.157,19,1,0.7,250.52
6.643,10,1,0.7,28.62
38.894,22,0,1.0,90.94
6.053,19,1,0.3,36.22
26.905,23,0,0.7,72.22
4.186,5,0,1.0,18.7
1346.429,10,1,0.7,263.9
1360.383,4,0,1.0,226.66
5.276,6,0,1.0,22.38
1755.703,23,0,0.3,283.88
1333.088,21,1,0.3,277.53
1297.22,6,0,1.0,217.14
15.673,6,0,1.0,43.82
18.805,22,0,0.9,49.74
25.939,15,0,0.7,70.91
5.441,2,0,0.7,22.84
13.383,14,0,1.0,42.76
1381.816,16,0,0.3,232.63
21.979,15,0,1.0,53.75
6.005,13,0,0.7,25.84
18.068,2,0,1.0,43.99
18.258,13,0,1.0,43.09
28.207,9,1,0.3,103.72
19.326,8,1,0.3,77.58
431.364,10,1,0.3,143.23
16.05,10,1,0.7,56.31
7.756,19,1,0.7,36.91
20.308,7,0,0.7,49.15
14.937,18,1,0.3,63.09
3.46,19,1,0.7,22.9
238.495,17,1,0.7,122.23
1740.893,2,0,1.0,285.09
1995.817,21,1,0.7,324.05
2.88,10,1,0.7,22.44
26.597,2,0,1.0,67.38
20.76,18,1,1.0,70.63
26.029,15,0,0.7,58.22
236.924,7,0,1.0,89.97
26.098,9,1,0.7,75.19
514.075,17,1,0.3,161.43
597.226,19,1,1.0,149.16
14.604,10,1,1.0,58.73
136.841,22,0,1.0,111.99
15.024,18,1,0.9,54.66
4.166,22,0,0.3,23.16
25.678,4,0,0.9,64.8
14.983,20,1,1.0,53.26
25.904,9,1,0.7,90.46
18.419,14,0,0.9,37.68
890.157,16,0,0.7,165.24
13.598,2,0,0.3,43.84
291.746,13,0,1.0,121.26
2061.411,3,0,1.0,292.47
17.252,22,0,0.3,54.02
17.873,22,0,0.7,49.9
1363.457,22,0,0.9,226.54
916.375,8,1,0.9,203.64
26.571,13,0,0.7,65.86
9.927,8,1,1.0,37.33
11.033,7,0,1.0,36.76
19.44,4,0,1.0,40.65
1620.795,11,1,0.3,263.9
0.71,18,1,0.7,14.92
1950.589,11,1,0.7,278.51
27.178,15,0,1.0,66.68
20.973,13,0,0.7,53.94
21.904,8,1,0.3,98.5
1349.364,18,1,0.9,230.61
32.162,1,0,0.3,77.35
1233.731,17,1,0.7,220.39
1572.608,4,0,0.3,254.53
1245.243,13,0,1.0,218.5
1361.734,2,0,0.9,201.57
25.834,15,0,1.0,58.31
7.92,16,0,0.7,34.71
1197.934,17,1,0.7,231.78
15.92,1,0,0.3,44.04
28.898,14,0,0.7,71.34
9.002,16,0,0.7,28.13
39.244,20,1,0.7,137.77
719.413,19,1,0.7,139.88
1005.957,13,0,0.3,245.29
9.973,16,0,0.9,35.07
26.314,0,0,1.0,57.82
3.904,21,1,0.9,21.26
4.398,19,1,0.7,23.25
1758.926,14,0,0.9,286.23
1322.309,2,0,0.7,263.55
1458.866,18,1,1.0,257.58
1584.91,19,1,0.9,244.5
4.474,4,0,1.0,24.58
987.679,15,0,0.9,218.09
1586.609,15,0,0.7,237.49
23.164,21,1,0.7,73.93
6.244,8,1,0.3,36.51
745.189,5,0,0.7,196.25
1512.812,9,1,1.0,262.18
847.015,17,1,0.7,198.37
5.047,11,1,0.9,29.4
19.993,3,0,0.3,53.78
239.615,19,1,1.0,108.48
21.188,11,1,0.7,70.98
417.975,4,0,0.9,103.16
239.695,23,0,0.7,113.12
5.675,12,0,0.3,24.33
1304.851,17,1,1.0,248.04
28.889,3,0,0.7,72.24
31.787,1,0,1.0,75.4
1064.436,18,1,0.7,198.25
14.047,22,0,0.9,42.73
19.579,5,0,1.0,51.05
25.136,18,1,0.9,89.0
7.084,6,0,0.9,29.67
940.245,18,1,1.0,201.44
12.835,4,0,0.7,31.34
15.278,12,0,1.0,42.4
876.168,1,0,1.0,157.83
497.227,1,0,0.9,149.21
1028.606,11,1,0.3,184.45
1452.352,21,1,0.7,253.9
11.653,5,0,1.0,36.56
9.641,6,0,1.0,34.39
13.751,22,0,0.3,39.64
1994.815,22,0,1.0,318.92
13.516,2,0,0.7,38.33
1356.894,2,0,0.3,274.41
18.005,20,1,0.7,74.31
23.27,4,0,1.0,59.6
16.257,4,0,1.0,40.71
25.017,5,0,0.3,68.87
4.468,8,1,1.0,26.19
443.442,4,0,0.3,134.43
1236.564,16,0,1.0,206.15
1095.482,8,1,0.9,199.96
3.97,9,1,1.0,23.34
23.413,22,0,0.9,63.41
8.87,1,0,0.7,31.83
11.586,13,0,1.0,30.63
21.803,3,0,1.0,51.59
18.205,21,1,0.3,74.66
7.081,22,0,0.3,35.29
21.807,16,0,0.7,60.29
9.505,22,0,1.0,31.84
22.291,5,0,0.3,58.45
10.364,14,0,1.0,30.96
21.308,22,0,0.9,54.34
20.347,6,0,0.7,53.67
5.933,13,0,0.7,19.66
24.921,2,0,0.7,64.47
234.304,10,1,1.0,130.61
25.993,0,0,1.0,58.57
2.487,11,1,0.7,16.43
24.841,18,1,1.0,81.26
12.854,16,0,1.0,41.56
414.618,0,0,1.0,148.39
28.223,21,1,1.0,101.97
1654.296,12,0,0.7,303.77
23.796,2,0,0.7,60.99
22.497,7,0,0.7,59.55
21.134,12,0,0.7,50.33
1446.615,16,0,1.0,276.13
31.042,9,1,1.0,109.94
1957.268,16,0,0.7,290.2
1547.803,19,1,0.7,262.65
1606.099,11,1,0.9,240.44
21.075,13,0,0.7,51.16
2069.311,22,0,1.0,275.75
493.412,22,0,0.3,122.15
15.243,5,0,1.0,44.33
7.993,7,0,1.0,26.54
34.132,23,0,0.7,77.14
26.924,15,0,0.7,76.06
12.42,12,0,0.3,35.3
0.604,6,0,0.7,9.21
20.608,12,0,1.0,56.48
32.242,3,0,0.7,72.69
25.499,19,1,1.0,85.34
6.451,22,0,1.0,28.1
29.207,19,1,1.0,100.36
14.796,17,1,0.9,53.54
18.196,3,0,0.7,47.14
5.73,2,0,0.9,26.32
4.554,8,1,1.0,22.04
13.652,11,1,0.7,58.13
13.906,22,0,1.0,40.8
9.245,9,1,0.7,41.7
4.362,10,1,1.0,21.71
24.694,20,1,0.3,97.35
907.738,16,0,0.7,195.48
31.261,22,0,0.3,82.62
28.399,23,0,1.0,67.69
1371.474,4,0,1.0,240.83
16.767,4,0,0.7,51.12
450.655,8,1,1.0,149.64
24.064,15,0,1.0,57.22
845.145,2,0,1.0,163.66
30.681,19,1,0.9,109.14
19.224,16,0,1.0,46.05
1996.474,14,0,1.0,286.21
236.483,2,0,0.7,109.48
1259.806,10,1,0.7,238.25
12.243,23,0,0.9,37.15
736.122,18,1,0.9,178.31
2.433,10,1,1.0,19.5
6.25,3,0,0.7,22.34
21.791,19,1,0.7,70.54
1751.498,7,0,1.0,258.09
1949.709,3,0,0.3,352.72
1586.141,9,1,1.0,243.24
10.918,4,0,1.0,34.31
1358.275,10,1,0.7,215.8
10.013,1,0,1.0,27.92
19.611,7,0,1.0,44.04
1737.021,10,1,0.7,266.07
1769.767,3,0,0.7,281.61
1995.241,19,1,0.7,278.2
18.762,14,0,0.7,47.88
24.527,2,0,0.7,54.58
12.726,13,0,0.9,29.95
13.397,11,1,0.7,58.13
1230.667,14,0,0.7,223.77
15.675,0,0,0.7,38.98
4.804,13,0,1.0,25.93
1299.479,19,1,1.0,222.55
26.439,14,0,1.0,61.4
15.923,15,0,0.7,39.15
1143.541,4,0,1.0,196.98
12.83,0,0,1.0,26.74
21.331,14,0,1.0,54.51
21.321,20,1,1.0,64.48
28.442,5,0,0.9,70.02
16.129,10,1,1.0,53.66
127.553,4,0,1.0,79.93
5.554,6,0,0.7,20.55
604.039,23,0,1.0,169.78
599.018,18,1,0.3,179.6
16.125,2,0,1.0,46.24
35.354,2,0,0.7,86.93
18.078,11,1,0.3,77.48
286.545,0,0,0.9,115.29
238.215,9,1,1.0,121.26
1074.589,19,1,0.9,208.82
22.575,12,0,0.7,55.54
3.921,17,1,0.7,28.01
13.554,0,0,1.0,35.33
11.427,7,0,1.0,39.67
8.905,17,1,0.9,42.12
17.53,20,1,1.0,61.19
18.387,21,1,0.7,61.89
10.245,22,0,1.0,27.21
19.688,2,0,0.7,45.84
18.931,7,0,1.0,45.1
1203.15,15,0,0.7,201.28
19.572,15,0,1.0,52.3
16.314,22,0,0.7,45.36
1493.838,6,0,0.3,260.77
30.199,12,0,1.0,60.71
12.035,22,0,1.0,34.0
1569.844,5,0,1.0,220.63
1579.168,17,1,0.7,242.16
13.79,22,0,1.0,39.37
7.382,18,1,1.0,37.05
27.667,2,0,0.3,68.31
1148.307,1,0,1.0,198.59
14.866,9,1,0.7,55.47
5.143,9,1,1.0,31.1
13.943,2,0,1.0,31.76
22.936,1,0,0.9,53.9
8.09,22,0,1.0,29.35
502.452,11,1,1.0,119.47
126.219,13,0,0.7,107.17
9.304,15,0,0.3,32.85
10.946,13,0,0.7,34.39
33.857,18,1,0.9,113.65
1099.356,13,0,0.7,192.89
489.307,7,0,0.7,126.07
12.376,14,0,0.3,39.83
21.3,21,1,0.7,79.02
3.907,9,1,1.0,22.57
17.167,1,0,0.7,44.31
18.545,13,0,1.0,48.49
21.965,0,0,1.0,53.32
23.858,8,1,0.3,97.07
18.7,15,0,0.7,51.91
15.567,10,1,1.0,51.05
20.657,22,0,1.0,45.9
6.626,19,1,0.9,31.19
6.958,4,0,0.7,22.65
1752.227,12,0,0.7,295.36
511.011,4,0,1.0,144.11
1569.566,1,0,0.3,245.13
14.201,1,0,1.0,38.48
14.213,8,1,0.9,46.89
11.77,12,0,1.0,33.28
14.998,15,0,1.0,41.21
7.532,14,0,1.0,31.28
7.065,0,0,0.7,22.52
2.001,6,0,0.7,17.8
17.471,20,1,0.3,74.64
24.348,8,1,0.7,98.47
14.466,22,0,0.7,38.79
14.58,3,0,0.9,34.75
871.937,16,0,0.7,204.75
30.924,6,0,0.7,61.99
21.264,6,0,0.7,53.51
1455.611,18,1,0.7,218.87
16.383,2,0,1.0,47.69
22.117,21,1,0.9,74.85
12.546,4,0,0.9,37.93
496.585,13,0,1.0,145.14
27.108,18,1,0.7,105.77
284.723,20,1,0.7,116.85
26.993,23,0,0.9,68.06
27.213,2,0,0.9,56.2
26.317,9,1,1.0,84.3
10.192,18,1,1.0,44.5
486.585,13,0,1.0,114.79
1885.83,14,0,1.0,323.08
28.411,22,0,0.7,76.37
1353.447,21,1,0.9,232.96
1487.041,14,0,0.7,244.45
25.11,3,0,0.3,67.74
14.962,3,0,0.7,38.73
17.906,21,1,0.7,71.49
19.463,8,1,0.3,76.66
863.066,21,1,0.7,206.23
12.877,8,1,1.0,48.73
21.652,1,0,0.3,57.15
31.107,8,1,1.0,102.91
1998.824,21,1,0.9,306.12
516.968,8,1,1.0,129.58
10.888,14,0,1.0,28.07
34.837,22,0,0.9,73.88
556.798,6,0,1.0,151.6
8.09,6,0,0.7,30.18
14.816,8,1,0.9,61.31
6.882,14,0,1.0,25.27
1586.056,17,1,1.0,243.05
2002.07,16,0,1.0,270.53
13.704,1,0,0.3,44.77
10.004,19,1,0.9,44.67
27.232,19,1,1.0,86.8
1751.639,23,0,0.9,250.93
13.246,0,0,1.0,37.59
27.612,13,0,0.3,79.7
18.391,17,1,0.7,68.63
16.561,20,1,0.3,59.23
9.56,5,0,1.0,34.2
10.763,5,0,1.0,31.92
26.29,19,1,1.0,81.97
1077.509,15,0,1.0,204.84
402.099,12,0,1.0,116.86
30.136,16,0,0.3,86.92
7.942,2,0,0.3,29.63
8.068,21,1,0.7,40.11
17.83,17,1,0.7,74.27
33.13,1,0,0.7,81.71
1185.464,15,0,1.0,186.85
243.352,7,0,0.7,121.61
947.717,11,1,0.7,220.31
20.497,14,0,0.7,62.5
9.145,12,0,1.0,30.48
8.954,2,0,0.9,27.4
1251.026,18,1,1.0,216.69
1358.535,10,1,0.9,240.12
5.088,20,1,1.0,27.25
15.196,7,0,0.7,43.56
18.333,4,0,0.3,51.04
12.369,6,0,0.7,34.07
13.088,9,1,1.0,48.42
863.429,22,0,0.7,190.74
548.02,23,0,1.0,139.22
1961.7,23,0,1.0,273.38
13.248,15,0,0.7,37.55
437.516,1,0,0.9,152.52
27.793,9,1,0.7,109.1
22.067,12,0,0.3,53.03
15.396,16,0,1.0,46.38
10.843,9,1,1.0,40.41
15.235,6,0,0.7,47.73
0.896,17,1,0.7,18.51
15.018,9,1,0.7,58.47
12.378,20,1,1.0,39.92
15.496,12,0,0.7,48.54
1456.848,15,0,0.7,215.38
9.713,4,0,0.9,29.61
1282.077,5,0,1.0,199.64
1173.035,3,0,0.9,197.25
839.739,2,0,0.7,183.82
12.839,16,0,1.0,38.11
16.051,0,0,0.7,39.48
1453.169,11,1,0.3,274.95
29.561,11,1,1.0,100.02
11.58,13,0,0.9,29.97
833.001,20,1,0.7,188.75
11.019,23,0,0.3,32.99
21.485,10,1,1.0,71.29
19.506,15,0,1.0,51.43
1140.654,17,1,0.9,214.36
22.218,1,0,0.7,53.57
21.331,8,1,0.3,85.24
15.127,3,0,0.9,40.62
270.683,8,1,0.7,96.99
14.615,17,1,1.0,54.74
562.079,23,0,0.3,160.38
9.251,17,1,0.7,44.76
14.469,20,1,0.7,51.97
7.621,13,0,0.7,29.18
12.226,2,0,0.7,38.11
25.177,21,1,0.7,88.74
2.574,19,1,0.3,25.37
1250.168,4,0,0.7,213.25
26.316,5,0,0.7,61.33
1083.998,23,0,0.7,230.89
21.427,0,0,1.0,51.89
19.754,3,0,0.7,46.3
23.907,16,0,1.0,58.72
5.307,19,1,0.7,28.05
25.353,13,0,0.9,63.13
1747.895,16,0,1.0,271.08
9.348,14,0,0.7,35.09
1596.731,0,0,0.3,290.82
1560.088,23,0,0.9,249.9
23.276,13,0,0.3,59.26
1609.898,1,0,0.7,276.79
12.548,17,1,0.3,61.91
23.729,12,0,1.0,53.51
13.684,21,1,0.3,62.53
28.13,22,0,0.9,69.91
1190.815,1,0,1.0,207.07
40.858,12,0,1.0,90.03
12.681,9,1,1.0,49.06
31.505,1,0,0.7,76.82
10.454,12,0,0.3,37.43
30.003,10,1,0.7,102.88
30.333,21,1,1.0,105.15
20.773,6,0,0.7,59.98
1600.298,15,0,1.0,242.98
15.871,7,0,0.3,48.67
16.984,5,0,0.9,44.86
1.448,15,0,1.0,16.57
1519.617,1,0,0.9,253.91
22.235,13,0,0.7,53.09
21.698,5,0,1.0,58.14
19.634,5,0,1.0,45.31
10.919,12,0,0.3,33.76
1745.552,1,0,0.7,310.14
1360.774,15,0,0.7,258.0
10.524,3,0,1.0,37.66
23.915,6,0,1.0,58.91
7.05,21,1,0.9,32.74
1882.742,4,0,0.3,317.48
7.24,6,0,0.7,27.04
113.857,1,0,0.7,98.17
15.397,20,1,0.7,66.06
20.961,6,0,0.9,54.45
10.767,0,0,0.7,31.67
4.343,1,0,1.0,22.62
11.009,22,0,0.9,33.46
1461.272,20,1,0.7,249.57
1182.805,7,0,0.3,228.13
861.435,3,0,1.0,163.54
746.827,23,0,0.7,190.86
10.079,8,1,0.7,42.42
6.956,11,1,0.7,36.44
15.511,20,1,0.7,63.05
16.919,1,0,1.0,47.36
536.684,16,0,0.9,114.05
10.196,3,0,1.0,33.01
587.518,7,0,0.3,191.15
1182.531,10,1,0.7,237.43
20.379,7,0,1.0,47.06
2014.967,5,0,0.7,285.43
13.631,19,1,0.7,57.94
7.466,19,1,0.9,36.35
22.738,11,1,1.0,81.1
19.612,1,0,1.0,51.18
1361.926,19,1,0.7,203.36
17.828,10,1,1.0,64.02
1654.714,19,1,1.0,233.41
6.536,14,0,0.7,26.41
37.086,1,0,1.0,79.62
19.824,15,0,0.9,58.13
959.935,13,0,1.0,205.96
114.073,14,0,0.9,88.95
1301.438,17,1,1.0,183.52
535.664,20,1,0.3,164.14
26.723,11,1,0.3,112.94
943.067,8,1,0.7,221.63
36.859,19,1,0.7,128.43
356.119,3,0,0.7,120.77
5.963,1,0,0.9,27.12
1155.584,12,0,0.7,218.5
9.511,17,1,0.7,38.77
20.813,8,1,0.9,84.49
1611.871,13,0,0.7,235.63
2.785,3,0,1.0,19.67
21.014,4,0,0.7,61.79
31.064,12,0,1.0,74.88
1301.046,0,0,1.0,216.86
2.106,15,0,0.7,13.86
1346.011,9,1,0.3,256.37
13.918,11,1,1.0,58.65
862.91,8,1,0.3,160.4
1568.745,10,1,1.0,240.81
1323.805,15,0,1.0,222.74
22.478,4,0,0.9,62.09
1195.713,22,0,1.0,241.2
24.432,17,1,0.7,91.38
27.899,6,0,0.3,67.41
8.806,15,0,1.0,27.01
16.221,10,1,1.0,55.29
14.648,11,1,0.7,61.69
11.693,16,0,0.9,33.83
5.013,14,0,1.0,23.1
18.375,10,1,0.9,68.0
10.048,3,0,0.7,38.54
942.591,8,1,0.3,182.64
11.286,1,0,0.7,30.4
21.919,2,0,0.7,60.84
21.727,22,0,0.7,61.99
23.519,21,1,0.7,92.88
21.818,5,0,0.7,54.56
1002.311,13,0,1.0,201.14
1749.404,0,0,1.0,276.11
27.333,13,0,1.0,66.84
1359.601,9,1,1.0,224.65
5.008,15,0,1.0,21.26
1023.72,3,0,0.7,183.77
1610.471,23,0,1.0,296.54
8.135,4,0,0.7,25.5
14.518,6,0,1.0,41.37
17.261,10,1,0.9,57.92
25.637,6,0,0.7,62.14
8.402,23,0,0.7,31.41
947.44,20,1,1.0,179.33
16.176,15,0,1.0,45.99
4.946,15,0,0.7,21.72
840.608,7,0,0.9,169.76
14.756,11,1,0.3,66.47
37.537,14,0,0.3,79.98
11.314,23,0,0.9,40.15
1502.543,12,0,1.0,273.51
6.199,6,0,0.7,21.29
3.573,4,0,0.3,22.94
14.359,6,0,1.0,41.89
22.667,9,1,1.0,75.24
14.081,21,1,0.7,57.11
494.515,8,1,1.0,135.79
16.694,1,0,0.7,41.17
9.16,3,0,1.0,27.13
14.937,21,1,1.0,63.81
28.828,1,0,0.7,67.18
867.864,20,1,1.0,166.6
19.943,16,0,0.3,55.23
1168.87,2,0,0.7,225.6
12.398,11,1,0.3,53.75
5.889,3,0,1.0,20.68
17.814,18,1,0.9,64.68
1764.08,1,0,0.7,285.69
1616.992,7,0,0.3,262.42
10.603,3,0,0.7,34.45
7.545,11,1,0.3,39.5
554.912,11,1,1.0,140.34
12.136,10,1,1.0,42.24
9.468,10,1,0.7,42.1
21.829,10,1,1.0,77.39
19.454,18,1,1.0,67.4
13.237,13,0,0.9,32.46
3.195,4,0,0.7,15.89
6.731,23,0,1.0,26.47
1196.14,18,1,0.3,246.22
35.654,8,1,0.3,136.67
10.964,14,0,0.7,32.43
13.411,11,1,0.9,51.93
